Folio,Periodo,Genero,Nivel,Entrada,PNA,PAA,Admitido,PrepaTEC,Perfil,Inscrito,P_Beca,P_Prestamo,Edad,Nivel_SE,Rezago,Tipo_Zona,Solicitud_B,FGS,Papas_Exatec,Foraneo,Intencion
CEIKEBK,AD19,M,Profesional,ICT,90.87,1420,1,SI,Perfil A+,Si,0.4,0,18,7,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,Sin informacion
CEIKECB,AD19,M,Profesional,ESC,94.25,1490,1,SI,Perfil A+,Si,0.4,0,19,7,Bajo,Urbano,Si,No,No,Foraneo Local,Si
CEIKECC,AD19,F,Profesional,IBQ,83.95,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,Sin informacion
CEIKECF,AD19,M,Profesional,AMC,84.4,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKECH,AD19,M,Profesional,IIT,90.57,1140,1,SI,Perfil A+,Si,0.15,0.15,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKECJ,AD19,M,Profesional,IIT,94.9,1480,1,NO,Perfil A+,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKEDC,AD19,M,Profesional,IIT,78.21,1340,1,NO,Perfil B,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKEDE,AD19,M,Profesional,NEG,83.69,,1,SI,NC,Si,0,0.25,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKEDH,AD19,M,Profesional,ESC,79.65,1420,1,NO,Perfil B,Si,0,0,18,Sin información,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CEIKEDI,AD19,M,Profesional,IIT,91.67,1520,1,SI,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKEDJ,AD19,M,Profesional,ESC,86.77,,1,SI,NC,Si,0.2,0.2,19,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,Sin informacion
CEIKEDK,AD19,M,Profesional,NEG,82.6,,1,SI,NC,Si,0,0.25,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKEEB,AD19,M,Profesional,NEG,87.72,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Si,Foraneo Local,Si
CEIKEEC,AD19,M,Profesional,IIT,82.15,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKEEE,AD19,M,Profesional,AMC,85.27,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKEEF,AD19,F,Profesional,AMC,81.62,,1,SI,NC,No,0,0,18,6,Bajo,Semiurbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKEEH,AD19,M,Profesional,NEG,79.6,,1,SI,NC,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKEEJ,AD19,F,Profesional,IBQ,90,,1,SI,Perfil A+,Si,0.25,0.25,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKEEK,AD19,F,Profesional,NEG,92.27,,1,SI,Perfil A+,No,0,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKEFD,AD19,M,Profesional,ESC,86.22,,1,SI,NC,Si,0,0,19,4,Medio,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKEFE,AD19,M,Profesional,IIT,89,1420,1,NO,Perfil A,Si,0.2,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CEIKEFF,AD19,M,Profesional,IIT,95.47,,1,SI,Perfil A+,Si,0.2,0.2,19,7,Bajo,Urbano,Si,No,No,Foraneo Local,Si
CEIKEFH,AD19,F,Profesional,CIS,86.6,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKEFJ,AD19,M,Profesional,AMC,83.77,,1,SI,NC,Si,0.7,0,18,Sin información,Sin información,Urbano,Si,No,No,Foraneo Local,Sin informacion
CEIKEFK,AD19,M,Profesional,AMC,81.17,,1,SI,NC,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKEGD,AD19,F,Profesional,NEG,85.25,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKEGF,AD19,M,Profesional,IIT,84.84,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKEGG,AD19,F,Profesional,SLD,81.2,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Si,Foraneo Local,No
CEIKEGI,AD19,M,Profesional,AMC,90.87,,1,SI,Perfil A+,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKEGK,AD19,F,Profesional,IIT,83.92,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKEHE,AD19,M,Profesional,ICT,85.95,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKEHF,AD19,M,Profesional,NEG,90.92,,1,SI,Perfil A+,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKEHK,AD19,M,Profesional,IBQ,87.85,,1,SI,NC,No,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,No
CEIKEIG,AD19,M,Profesional,ICT,97.57,,1,SI,Perfil A+,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,Si
CEIKEIJ,AD19,F,Profesional,NEG,96.6,1270,1,NO,Perfil A,No,0,0,19,6,Bajo,Urbano,No,No,Si,Foraneo Local,No aplica
CEIKEJB,AD19,M,Profesional,NEG,80.14,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Si,Foraneo Local,Sin informacion
CEIKEJC,AD19,M,Profesional,CIS,86.52,,1,SI,NC,Si,0.1,0.1,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKEKB,AD19,M,Profesional,IBQ,79.58,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKEKC,AD19,M,Profesional,ICT,91.7,1450,1,SI,Perfil A+,Si,0.4,0,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKEKD,AD19,M,Profesional,ICT,87.22,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKEKI,AD19,F,Profesional,SLD,94.2,1460,1,NO,Perfil A+,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CEIKFBI,AD19,F,Profesional,IIT,84.1,,1,SI,NC,Si,0.9,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKFCB,AD19,M,Profesional,IBQ,97.8,1330,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,Si,Foraneo Local,No aplica
CEIKFCC,AD19,F,Profesional,IBQ,88.77,,1,SI,NC,Si,0.55,0.25,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKFCF,AD19,F,Profesional,AMC,81.35,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Sin información,No,Si,Sin información,Foraneo Local,No
CEIKFCH,AD19,M,Profesional,NEG,84.27,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFCJ,AD19,F,Profesional,NEG,86.4,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Rural,No,Si,Sin información,Foraneo Local,Si
CEIKFDB,AD19,M,Profesional,IIT,86,1380,1,NO,Perfil A,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKFDD,AD19,F,Profesional,NEG,88.17,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFDH,AD19,F,Profesional,AMC,85.23,1170,1,NO,Perfil A,Si,0.9,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CEIKFDK,AD19,F,Profesional,AMC,89.62,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Local,Si
CEIKFEG,AD19,F,Profesional,ICI,93.36,1230,1,SI,Perfil A+,Si,0.9,0,19,Sin información,Sin información,Urbano,Si,Si,No,Foraneo Local,Sin informacion
CEIKFEH,AD19,M,Profesional,AMC,82.9,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFFD,AD19,M,Profesional,NEG,78.9,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFFE,AD19,F,Profesional,NEG,87.78,1370,1,NO,Perfil A,Si,0,0,18,4,Medio,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKFFF,AD19,F,Profesional,CIS,98.8,1400,1,NO,Perfil A+,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKFFG,AD19,M,Profesional,IIT,94.15,,1,SI,Perfil A+,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFFJ,AD19,M,Profesional,AMC,80.32,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFGC,AD19,M,Profesional,IBQ,82.5,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Sin información,No,Si,Sin información,Foraneo Local,Si
CEIKFGD,AD19,F,Profesional,CIS,85.2,,1,SI,NC,No,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFGE,AD19,M,Profesional,IIT,95.5,1470,1,SI,Perfil A+,Si,0.4,0,18,4,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKFGF,AD19,F,Profesional,AMC,87.97,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFGI,AD19,M,Profesional,ESC,81.15,,1,SI,NC,Si,0,0,19,Sin información,Bajo,Rural,No,No,Sin información,Foraneo Local,Si
CEIKFHC,AD19,M,Profesional,ICT,82.97,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFHD,AD19,F,Profesional,NEG,88.17,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFHE,AD19,F,Profesional,AMC,80.58,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFHI,AD19,F,Profesional,NEG,84.77,,1,SI,NC,No,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFHJ,AD19,M,Profesional,CIS,84.12,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFHK,AD19,M,Profesional,IIT,87.2,,1,SI,NC,Si,0.15,0.15,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKFIC,AD19,M,Profesional,ICT,81.75,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFID,AD19,F,Profesional,ESC,84.22,,1,SI,NC,Si,0,0.25,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKFIF,AD19,F,Profesional,NEG,82,,1,SI,NC,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFIG,AD19,M,Profesional,ESC,73.391,,1,SI,NC,No,0,0,18,Sin información,Bajo,Urbano,No,No,Si,Foraneo Local,Sin informacion
CEIKFIH,AD19,M,Profesional,NEG,83.07,,1,SI,NC,Si,0,0,18,Sin información,Bajo,Urbano,No,No,Sin información,Foraneo Local,No
CEIKFII,AD19,M,Profesional,AMC,86.65,,1,SI,NC,Si,0,0,18,6,Bajo,Sin información,No,Si,Sin información,Foraneo Local,Si
CEIKFIK,AD19,M,Profesional,IIT,87.35,,1,SI,NC,Si,0.25,0.25,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKFJB,AD19,F,Profesional,NEG,80.77,,1,SI,NC,Si,0,0.25,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,Si
CEIKFJD,AD19,F,Profesional,AMC,84.92,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFJE,AD19,F,Profesional,NEG,87.07,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKFJG,AD19,M,Profesional,NEG,85.4,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,Sin informacion
CEIKFJH,AD19,F,Profesional,IIT,93.9,1220,1,SI,Perfil A+,Si,0,0,20,7,Bajo,Urbano,No,No,Si,Foraneo Local,Si
CEIKFJK,AD19,F,Profesional,IIT,90.15,1430,1,SI,Perfil A+,Si,0.4,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKFKB,AD19,F,Profesional,NEG,84.37,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFKC,AD19,F,Profesional,NEG,85.42,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFKD,AD19,M,Profesional,NEG,86.77,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFKF,AD19,M,Profesional,NEG,88.2,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKFKG,AD19,F,Profesional,ESC,90.4,,1,SI,Perfil A+,No,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFKH,AD19,F,Profesional,NEG,83.6,,1,SI,NC,No,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No
CEIKFKJ,AD19,M,Profesional,NEG,78.52,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKFKK,AD19,M,Profesional,IIT,78,1370,1,NO,Perfil B,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CEIKGBB,AD19,M,Profesional,ICI,80.67,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGFI,AD19,F,Profesional,AMC,84.15,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGGG,AD19,M,Profesional,NEG,81.52,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,Si
CEIKGHD,AD19,F,Profesional,NEG,82.47,,1,SI,NC,Si,0,0.25,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKGHH,AD19,M,Profesional,ICT,93.92,1390,1,SI,Perfil A+,Si,0.4,0,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKGHK,AD19,M,Profesional,NEG,86.72,,1,SI,NC,Si,0.1,0.1,19,7,Bajo,Urbano,Si,No,Si,Foraneo Local,Si
CEIKGIC,AD19,M,Profesional,ICT,83.42,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGIE,AD19,M,Profesional,NEG,87.3,,1,SI,NC,Si,0.25,0,19,Sin información,Bajo,Rural,Si,Si,Sin información,Foraneo Local,Si
CEIKGIF,AD19,M,Profesional,ESC,80.56,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKGIG,AD19,M,Profesional,ICT,86.24,,1,SI,NC,Si,0,0,19,7,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGIK,AD19,M,Profesional,CIS,85.2,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKGJE,AD19,F,Profesional,ICT,89,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGJG,AD19,M,Profesional,ESC,81,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGJJ,AD19,F,Profesional,NEG,85.12,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No
CEIKGJK,AD19,M,Profesional,IIT,79.12,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Si,Foraneo Local,Sin informacion
CEIKGKB,AD19,M,Profesional,CIS,79.87,,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKGKD,AD19,M,Profesional,NEG,85.22,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKHBG,AD19,M,Profesional,IIT,80.7,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKHBH,AD19,F,Profesional,ESC,89,1200,1,NO,Perfil A,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,No aplica
CEIKHBI,AD19,M,Profesional,NEG,86.31,,1,SI,NC,Si,0.1,0.1,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Sin informacion
CEIKHCB,AD19,F,Profesional,ESC,82.9,,1,SI,NC,Si,0,0.2,18,6,Bajo,Urbano,Si,Si,Sin información,Foraneo Local,No
CEIKHCD,AD19,M,Profesional,NEG,75,1350,1,NO,Perfil B,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No aplica
CEIKHCE,AD19,F,Profesional,CIS,85.7,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKHFG,AD19,M,Profesional,NEG,88.57,,1,SI,NC,Si,0.15,0.15,18,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKHFH,AD19,F,Profesional,ICI,91.95,1540,1,SI,Perfil A+,Si,0.4,0,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKHGD,AD19,M,Profesional,IIT,86.5,1450,1,NO,Perfil A,Si,0.15,0.15,19,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CEIKHGE,AD19,F,Profesional,NEG,84.25,,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,No
CEIKHGH,AD19,F,Profesional,NEG,84.75,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Si,Foraneo Local,Sin informacion
CEIKHGI,AD19,M,Profesional,CIS,74.687,,1,SI,NC,No,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKHGJ,AD19,M,Profesional,IBQ,98,1280,1,NO,Perfil A,No,0,0,19,7,Bajo,Urbano,No,No,No,Foraneo Local,No aplica
CEIKHHB,AD19,M,Profesional,ICT,86.27,,1,SI,NC,Si,0.2,0.2,18,6,Bajo,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKHHC,AD19,M,Profesional,NEG,85.95,,1,SI,NC,Si,0.9,0,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,Si
CEIKHHE,AD19,F,Profesional,NEG,82.4,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,Si,Si,Sin información,Foraneo Local,Si
CEIKHHG,AD19,M,Profesional,ESC,84.65,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKHID,AD19,F,Profesional,IBQ,80.82,,1,SI,NC,Si,0,0.25,19,7,Bajo,Urbano,Si,Si,Si,Foraneo Local,Si
CEIKHIE,AD19,M,Profesional,ICT,91.97,,1,SI,Perfil A+,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKHIF,AD19,F,Profesional,NEG,79.63,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKHIJ,AD19,M,Profesional,NEG,91.32,,1,SI,Perfil A+,Si,0,0,18,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKHJC,AD19,F,Profesional,NEG,84.05,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,No
CEIKHJD,AD19,M,Profesional,IIT,84.8,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKHJI,AD19,M,Profesional,IIT,81.12,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKHJK,AD19,M,Profesional,IIT,82.92,,1,SI,NC,Si,0,0.25,19,Sin información,Sin información,Urbano,Si,No,Si,Foraneo Local,Sin informacion
CEIKICD,AD19,M,Profesional,CIS,81.95,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKICI,AD19,M,Profesional,NEG,81.75,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKICJ,AD19,F,Profesional,CIS,86.42,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,NA,Sin información,Foraneo Local,Sin informacion
CEIKICK,AD19,F,Profesional,IBQ,82.4,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKIDB,AD19,M,Profesional,IIT,84.45,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Si,Foraneo Local,Si
CEIKIDD,AD19,M,Profesional,IIT,77.47,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIDE,AD19,M,Profesional,NEG,85.9,,1,SI,NC,Si,0,0,20,Sin información,Sin información,Urbano,No,No,No,Foraneo Local,Sin informacion
CEIKIDK,AD19,F,Profesional,NEG,95.47,1320,1,SI,Perfil A+,Si,0,0,20,7,Bajo,Urbano,No,No,Si,Foraneo Local,Si
CEIKIEE,AD19,F,Profesional,NEG,82.37,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKIEF,AD19,M,Profesional,NEG,83.27,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No
CEIKIEG,AD19,F,Profesional,SLD,82.9,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,No
CEIKIFB,AD19,M,Profesional,ESC,80.77,,1,SI,NC,Si,0,0.25,18,Sin información,Sin información,Urbano,Si,Si,No,Foraneo Local,Si
CEIKIFC,AD19,M,Profesional,ICI,81.65,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKIFD,AD19,M,Profesional,IIT,94.1,1340,1,NO,Perfil A,No,0.15,0.15,18,Sin información,Sin información,Urbano,Si,No,Sin información,Foraneo Local,No aplica
CEIKIFE,AD19,F,Profesional,CIS,85.53,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,NA,Sin información,Foraneo Local,Sin informacion
CEIKIFJ,AD19,F,Profesional,NEG,81.52,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIGC,AD19,F,Profesional,NEG,82.27,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKIGE,AD19,M,Profesional,ICT,84.82,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIGF,AD19,M,Profesional,NEG,80.95,,1,SI,NC,Si,0.6,0,19,7,Bajo,Urbano,Si,No,Sin información,Foraneo Local,No
CEIKIGI,AD19,F,Profesional,NEG,91.7,1320,1,SI,Perfil A+,Si,0,0,18,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKIHB,AD19,M,Profesional,NEG,85.17,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIID,AD19,M,Profesional,NEG,84.32,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,Sin informacion
CEIKIIE,AD19,M,Profesional,IIT,65,,1,SI,NC,No,0,0,19,Sin información,Sin información,Urbano,No,Si,Si,Foraneo Local,Si
CEIKIIG,AD19,M,Profesional,NEG,85.82,,1,SI,NC,Si,0,0,18,Sin información,Sin información,Sin información,No,No,No,Foraneo Local,Sin informacion
CEIKIIH,AD19,M,Profesional,IIT,85.55,,1,SI,NC,Si,0,0,18,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKIII,AD19,M,Profesional,NEG,78.07,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKIIJ,AD19,F,Profesional,NEG,80.82,,1,SI,NC,Si,0,0,19,7,Bajo,Urbano,No,No,Sin información,Foraneo Local,Sin informacion
CEIKIJB,AD19,F,Profesional,NEG,86.15,,1,SI,NC,Si,0.25,0.25,19,7,Bajo,Urbano,Si,No,Si,Foraneo Local,Si
CEIKIJD,AD19,M,Profesional,NEG,83.27,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIJF,AD19,M,Profesional,IBQ,83.68,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,No,Sin información,Foraneo Local,Si
CEIKIJI,AD19,M,Profesional,IBQ,80.1,,1,SI,NC,Si,0,0,19,Sin información,Sin información,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKIJJ,AD19,M,Profesional,NEG,84.82,,1,SI,NC,Si,0,0,20,7,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKIKC,AD19,M,Profesional,NEG,81.32,,1,SI,NC,Si,0,0,18,7,Bajo,Urbano,No,No,Si,Foraneo Local,Si
CEIKIKG,AD19,F,Profesional,SLD,87.89,1200,1,SI,NC,Si,0,0,20,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Si
CEIKIKH,AD19,F,Profesional,CIS,95,1350,1,NO,Perfil A,No,0,0,19,Sin información,Sin información,Sin información,No,No,Sin información,Foraneo Local,No aplica
CEIKIKJ,AD19,M,Profesional,ESC,86.67,,1,SI,NC,Si,0,0,19,6,Bajo,Urbano,No,Si,Sin información,Foraneo Local,Sin informacion
CEIKJBB,AD19,M,Profesional,AMC,82,1330,1,NO,Perfil A,Si,0,0,19,6,Bajo,Urbano,No,No,Si,Foraneo Local,No aplica
